EXTRACTED_DATE,EXTRACTED_TIME,STOCK_NAME,EXTRACTED_PRICE
18-12-2025,06:20:03,YESBANK,21.48
18-12-2025,06:20:14,YESBANK,21.47
18-12-2025,06:20:25,YESBANK,21.49
18-12-2025,06:20:36,YESBANK,21.47
18-12-2025,07:10:06,YESBANK,21.56
18-12-2025,07:10:17,YESBANK,21.57
18-12-2025,07:10:28,YESBANK,21.57
18-12-2025,07:10:39,YESBANK,21.57
18-12-2025,07:10:51,YESBANK,21.57
18-12-2025,07:11:02,YESBANK,21.57
18-12-2025,07:11:13,YESBANK,21.56
18-12-2025,07:11:24,YESBANK,21.56
18-12-2025,07:11:35,YESBANK,21.56
18-12-2025,07:11:46,YESBANK,21.56
18-12-2025,07:11:57,YESBANK,21.57
18-12-2025,07:12:08,YESBANK,21.57
18-12-2025,07:12:19,YESBANK,21.57
18-12-2025,07:12:30,YESBANK,21.57
18-12-2025,07:12:41,YESBANK,21.57
18-12-2025,07:12:52,YESBANK,21.56
18-12-2025,07:13:03,YESBANK,21.56
18-12-2025,07:13:14,YESBANK,21.56
18-12-2025,07:13:25,YESBANK,21.57
18-12-2025,07:13:36,YESBANK,21.57
18-12-2025,07:13:48,YESBANK,21.56
18-12-2025,07:13:59,YESBANK,21.56
18-12-2025,07:14:10,YESBANK,21.56
18-12-2025,07:14:21,YESBANK,21.56
18-12-2025,07:14:32,YESBANK,21.57
18-12-2025,07:14:43,YESBANK,21.57
18-12-2025,07:14:53,YESBANK,21.57
18-12-2025,07:15:04,YESBANK,21.57
18-12-2025,07:15:15,YESBANK,21.57
18-12-2025,07:15:26,YESBANK,21.58
18-12-2025,07:15:37,YESBANK,21.58
18-12-2025,07:15:48,YESBANK,21.58
18-12-2025,07:15:59,YESBANK,21.58
18-12-2025,07:16:10,YESBANK,21.59
18-12-2025,07:16:21,YESBANK,21.59
18-12-2025,07:16:32,YESBANK,21.59
18-12-2025,07:16:43,YESBANK,21.59
18-12-2025,07:16:54,YESBANK,21.58
18-12-2025,07:17:05,YESBANK,21.59
18-12-2025,07:17:16,YESBANK,21.59
18-12-2025,07:17:27,YESBANK,21.59
18-12-2025,07:17:38,YESBANK,21.59
18-12-2025,07:17:48,YESBANK,21.59
18-12-2025,07:18:00,YESBANK,21.58
18-12-2025,07:18:11,YESBANK,21.59
18-12-2025,07:18:22,YESBANK,21.59
18-12-2025,07:18:33,YESBANK,21.59
18-12-2025,07:18:44,YESBANK,21.59
18-12-2025,07:18:55,YESBANK,21.58
18-12-2025,07:19:06,YESBANK,21.58
18-12-2025,07:19:17,YESBANK,21.58
18-12-2025,07:19:28,YESBANK,21.59
18-12-2025,07:19:39,YESBANK,21.59
18-12-2025,07:19:50,YESBANK,21.59
18-12-2025,07:20:01,YESBANK,21.58
18-12-2025,08:00:04,YESBANK,21.51
18-12-2025,08:00:15,YESBANK,21.51
18-12-2025,08:00:26,YESBANK,21.5
18-12-2025,08:00:37,YESBANK,21.48
18-12-2025,08:00:48,YESBANK,21.49
18-12-2025,08:00:59,YESBANK,21.49
18-12-2025,08:01:10,YESBANK,21.49
18-12-2025,08:01:21,YESBANK,21.49
18-12-2025,08:01:32,YESBANK,21.48
18-12-2025,08:01:43,YESBANK,21.48
18-12-2025,08:01:54,YESBANK,21.48
18-12-2025,08:02:05,YESBANK,21.48
18-12-2025,08:02:16,YESBANK,21.49
18-12-2025,08:02:27,YESBANK,21.48
18-12-2025,08:02:38,YESBANK,21.49
18-12-2025,08:02:49,YESBANK,21.48
18-12-2025,08:03:00,YESBANK,21.49
18-12-2025,08:03:12,YESBANK,21.48
18-12-2025,08:03:23,YESBANK,21.48
18-12-2025,08:03:34,YESBANK,21.48
18-12-2025,08:03:45,YESBANK,21.47
18-12-2025,08:03:56,YESBANK,21.47
18-12-2025,08:04:07,YESBANK,21.47
18-12-2025,08:04:18,YESBANK,21.47
18-12-2025,08:04:29,YESBANK,21.47
18-12-2025,08:04:40,YESBANK,21.48
18-12-2025,08:04:51,YESBANK,21.48
18-12-2025,08:05:02,YESBANK,21.48
18-12-2025,08:05:13,YESBANK,21.48
18-12-2025,08:05:24,YESBANK,21.48
18-12-2025,08:05:36,YESBANK,21.48
18-12-2025,08:05:46,YESBANK,21.47
18-12-2025,08:05:57,YESBANK,21.47
18-12-2025,08:06:08,YESBANK,21.46
18-12-2025,08:06:20,YESBANK,21.46
18-12-2025,08:06:31,YESBANK,21.46
18-12-2025,08:06:41,YESBANK,21.47
18-12-2025,08:06:52,YESBANK,21.46
18-12-2025,08:07:03,YESBANK,21.47
18-12-2025,08:07:14,YESBANK,21.47
18-12-2025,08:07:25,YESBANK,21.47
18-12-2025,08:07:36,YESBANK,21.46
